evidence_id,repo_path,artifact,role_in_synthesis,sha256,size_bytes,retained_flag,notes
DF-07-E01,research/sprint_002/06_DATA_FEASIBILITY_BACKLOG.csv,sprint_002 data-feasibility backlog (accepted),"Sprint-002 feasibility records the on-chain NET-01 / DIL-01 intent (block/address/fee observation, known-block replay test) and its PIT-risk framing; defines the required audit, not an authority grant.",8f66013461f80a02cb6254d723834efe06bb52fa16b02dec8dd8627d27a45374,4718,retained,
DF-07-E02,research/sprint_002/factor_cards/NET-01_literature_addendum.md,NET-01 literature addendum (accepted),"NET-01 factor card defines NET-01 requirements and deferred status only (literature-backed network/activity intent; methodology/revision/mapping/availability-time audit required before advancement). It does NOT record bounded observations, coverage/depth results, or raw-body retention.",e7f8163f1dca9dec32e902fe21fae07073d10cdc3281a91197cb0a88a255290a,1650,retained,
DF-07-E03,research/sprint_003/01_SOURCE_DECISION_REGISTER.csv,Sprint-003 source decision register (accepted),Establishes SRC-006 ACCEPT REFERENCE_METADATA (NET-01 conditional); SRC-006b CONDITIONAL (publication-time/revision unbounded); SRC-010 CONDITIONAL and not queried; Coin Metrics Community CONDITIONAL — EXPLORATORY_PHASE2.,291a37fa1aa0d5229e50a9eaec0e43b887f791be4cbb67347015eafb49383271,4124,retained,
DF-07-E04,research/sprint_003/02_SOURCE_OBJECT_INVENTORY.csv,Sprint-003 source object inventory (accepted),"Retains Coin Metrics observations and documents inventory limitations (per-metric min/max ranges, absence = missing; server-side ranges can expand/revise). The inventory has NO SRC-010 row; it does not record on-chain block-timestamp/indexer-publication differences.",d78fa196ea071266dbb5431b20fad5960f646a4b5ec35ec2dc3bef146ac08cef,9503,retained,
DF-07-E05,research/sprint_003/03_SCHEMA_AND_SEMANTICS_AUDIT.csv,Sprint-003 schema/semantics audit (accepted),"SRC-006 schema: flat timeseries, SplyCur=ISSUED (not float); per-metric min/max ranges can expand/revise (server-side). SRC-010 row: block time vs indexer publication time differ; native; indexer backfills change history. Semantic gaps recorded.",fa2e6c85d9807cc311736b0c4773745f1c6073efe4b7d20336dda80aec26d3c6,5770,retained,
DF-07-E06,research/sprint_003/05_CORRECTION_AND_REVISION_AUDIT.md,Sprint-003 correction/revision audit (accepted),Principle: current metadata is not historical truth; must store retrieval timestamp + source version alongside every object. On-chain (SRC-010) revisions/backfills unbounded and not bounded in this audit; no known-block publication/revision test was executed.,02be9fa31d4c6a43f712da6812fc61cfe11e5d047f6187b90a49f46dfc160d25,4081,retained,
DF-07-E07,research/sprint_003/08_RESEARCH_DATA_DECISIONS.csv,Sprint-003 research data decisions (accepted),"RD-05: Coin Metrics timeseries acquired (SplyCur, AdrActCnt; flat; community flag); Issued != float; NET-01 CONDITIONAL until publication-time vs block-time + revision bounded. RD-07: inputs feasible; does NOT override source conditions or authorize on-chain data.",9e6cb26a49af9af7444f530737c7a755c3a6c20f2bc6c42561637260be75fa8b,3484,retained,
DF-07-E08,research/sprint_003/13_RESEARCH_LEAD_DECISIONS.md,Sprint-003 research lead decisions (accepted),Records Coin Metrics Community CONDITIONAL — EXPLORATORY_PHASE2; source-specific conditions preserved; no blanket on-chain authority granted.,00e0be1aba17a02d99baaf5e1f424fbe9bec5ea39657b5e448bf472a9e80f17a,2688,retained,
DF-07-E09,research/sprint_003/audit_results/evidence_reconciliation.csv,Sprint-003 evidence reconciliation (accepted),"Reconciles and hash-lists the staged Sprint-003 evidence INCLUDING Coin Metrics response objects. Per REVIEW-0008 (lines 17-20) the staged raw provider datasets were NOT committed to the repo; the reconciliation covers staged objects, not repository-retained raw bodies.",b8eab3561eecd646ba18e6dd1694cad87d2656dddfff3541c0b926313ff0c9fa,6997,retained,
DF-07-E10,research/sprint_003/audit_results/hash_verification.json,Sprint-003 hash verification (accepted),"SHA-256 verification of the staged Sprint-003 evidence objects INCLUDING Coin Metrics response objects. Per REVIEW-0008 (lines 17-20) the staged raw provider datasets were NOT committed; verification covers staged objects, not repository-retained raw bodies.",e9b958886b51c062e7d119d90f6fb1c2e160e27dcb7ea07e2a6804044f9e5c3b,10264,retained,
DF-07-E11,research/sprint_003/sources/coin_metrics.md,Coin Metrics source note (accepted),Coin Metrics Community CONDITIONAL — EXPLORATORY_PHASE2; catalog/timeseries reference metadata only; not a primary on-chain observation authority.,bdcfe058b166f433cb205d2f9abbe405d06ca43baa6b2d5fb88273d886633e4e,2664,retained,
DF-07-E12,docs/reviews/REVIEW-0008_AUD-003_FINAL.md,AUD-003 final audit (accepted),AUD-003 final: bounded source-semantics observations; lines 17-20 record that staged raw provider datasets (incl. Coin Metrics response objects) were NOT committed. Does not grant on-chain observation authority or execute the known-block publication/revision test.,7bb78d8acf2f41e4d0ba7fee577b4fc9258bb6233e3fd2e20c3a87de9ee1dc81,2705,retained,
DF-07-E13,tickets/DF-01.md,"DF-01 ticket (accepted, NO_PRIMARY_PIT_SUPPLY_AUTHORITY)",DF-01 accepted NO_PRIMARY_PIT_SUPPLY_AUTHORITY; supply-side decision does not itself resolve DF-07 on-chain observation authority.,0319e0019be655db1ea6d5ac21c5a8f60743528c34e6c0d0d5e6000361c1e0b0,2145,retained,
DF-07-E14,research/df_01/decision_matrix.csv,DF-01 decision matrix (accepted),DF-01 gate results (all blocking) underpinning NO_PRIMARY_PIT_SUPPLY_AUTHORITY; retained as prior accepted evidence. Does not authorize on-chain blocks/addresses/fees observation.,1eb43f231d63b8321510c61876344ae7d566c27ff679e21a6af4d7f841a42bf9,3465,retained,
DF-07-E15,docs/reviews/REVIEW-0124_DF-01_ACCEPTED_NO_PRIMARY_PIT_SUPPLY_AUTHORITY.md,DF-01 acceptance review (accepted),Accepts DF-01 as NO_PRIMARY_PIT_SUPPLY_AUTHORITY; confirms DF-01 does not resolve DF-07.,c5198a2c59e0d8792824777d4e953545cfbfe3e6fd9c792ec738e83fd6989ddc,2232,retained,
